text,label,lang,scam_type,source
Bancolombia: Notifica que el <DATE_TIME> se ha bloqueado tu CLAVE DINAMICA. <NAMED_ENTITY>: <URL>,1,mixed,imc25,imc25_smishing
It may appear personal to you It may contain a link to a web page an email or phone number STAY GUARDDED DON’T CLICK DELETE TEXT! For More Information go to: <URL>,1,mixed,imc25,imc25_smishing
Seguranca Santander: Cartao de Seguranca Online expirado compareca a sua agencia ou acesse para validar: <URL>,1,mixed,imc25,imc25_smishing
"RM1.50 Mulakan pengalaman Gamedom anda & terus bermain untuk RM5,000 sebulan! <NAMED_ENTITY> hebat: <URL> Ikhlas Celcom",1,mixed,imc25,imc25_smishing
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,0,en,sms_spam,uci_sms_spam
"Off Road Warehouse:
Hey there!

We hope to see you soon at our <LOCATION> ORW! Just a reminder, we are open <DATE_TIME> PST and <DATE_TIME> 9am-3pm PST!

Looking for help? Give us a call at <PHONE_NUMBER>!

Get directions: <URL>",1,mixed,imc25,imc25_smishing
Bank Of America EDD Msg #019 : Your EDD Card Has Been Temporarily Suspended Due to a Unrecognized Transaction Attempt. Please Review Recent Transactions at : <URL>,1,mixed,imc25,imc25_smishing
"Hello, your 1024.00 MB 3G/4G daily data pack is now active and valid till <DATE_TIME>. Watch movies and live TV on Vodafone Play <URL>",1,mixed,imc25,imc25_smishing
<URL>:- Your federal return was rejected by the irs. Don’t worry we’ll help you fix the problem kindly follow > <URL> now,1,mixed,imc25,imc25_smishing
"Apreciado cliente:
Su paquete no pudo entregarse el 13/11 porque no se pagaron <NAMED_ENTITY> (1€).
<NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
"Welcome to Reliance jio
Require Document
Note- Please submit complete  address

1. Aadhar card ka dono side ka photo
2. passport size photo
3. Marks sheet [ <DATE_TIME> & other ]
4. Personal contact number.

Welcome in Reliance jio
For more information home based job.",1,mixed,imc25,imc25_smishing
NHS: We have identified that you are eligible to apply for a <LOCATION> pass. Please visit <URL> for more information.,1,mixed,imc25,imc25_smishing
"We take pleasure in announcing that you, _______ is this <DATE_TIME>'s 2nd winner of a $1000 BONUS OFFER from Thunder Bay. You can use your BONUS to play exciting games and win thousands of dollars, including a $500,092 jackpot prize <DATE_TIME>! Get details on how to claim your PRIZE now.",1,mixed,imc25,imc25_smishing
Dispositivo no reconocido SM-<US_DRIVER_LICENSE> se ha conectado ha <NAMED_ENTITY> no reconoce este acceso verifique inmediatamente: https://,1,mixed,imc25,imc25_smishing
"Hi, This is a spacial weekend for you at TALA, Do you have any TALA LOAN balance? PAY at-leased 50% and START the Journey of INCREASING LOAN LIMIT! P/B",1,mixed,imc25,imc25_smishing
"AIRTEL
VVIPNOOFFERFORSALE
<US_BANK_NUMBER>
<US_BANK_NUMBER>
<PHONE_NUMBER>
<US_BANK_NUMBER>
<PHONE_NUMBER>
<US_BANK_NUMBER>
GOPAL-<PHONE_NUMBER>
<EMAIL_ADDRESS>
Price-35,000/-",1,mixed,imc25,imc25_smishing
"Application from: KJN468 - Status: Completed, check results: <URL>",1,mixed,imc25,imc25_smishing
Apka Meezan Bank ka acount system error ki waja se block ho gaya h. Abhi OTP bataen 0363903534 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,zenodo_21810885
[Vodafone] Uw huidige simkaart <NAMED_ENTITY> <DATE_TIME>. Voorkom blokkade en vraag een nieuwe simkaart <NAMED_ENTITY>:,1,mixed,imc25,imc25_smishing
Nothing. Can...,0,en,sms_spam,uci_sms_spam
"The system detects an error in the calculation your tax, please complete the data for a tax refund",1,mixed,imc25,imc25_smishing
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0,en,sms_spam,uci_sms_spam
4xhg1u9 Terecom service provider has sent you a new notieication: http...,1,mixed,imc25,imc25_smishing
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0,en,sms_spam,uci_sms_spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,en,sms_spam,uci_sms_spam
K.k:)when are you going?,0,en,sms_spam,uci_sms_spam
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0,en,sms_spam,uci_sms_spam
Aap ka HBL debit card ATM par use hua hai. Amount: 12500 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,zenodo_21810885
"MISS *** Woolies Store Card purchase of <US_DRIVER_LICENSE>.69 on <US_BANK_NUMBER> at MAGALIES VIEW R BURG store. If you did not make this purchase, call us on <DATE_TIME>.",1,mixed,imc25,imc25_smishing
Aap k JazzCash account se 350 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,zenodo_21810885
"Le hemos enviado un código de 6 dígitos, envíelo aquí para asegurarse de que usted es el propietario de esta cuenta, por lo que para cualquier disputa podremos bloquear su cuenta

Hola, querido usuario: después de mirar los registros de nuestro servidor, encontramos que su cuenta personal fue notificada por una persona <NAMED_ENTITY>, pero le enviamos el código de verificación a su número y <NAMED_ENTITY>, envíe el código a esta conversación para asegurar su cuenta y confirmarla, excepto <NAMED_ENTITY> horas para tomar las medidas necesarias para cumplir con los términos de uso. Y gracias

Le pedimos que envíe el código que recibió en la sección de mensajes de texto para verificar que usted es el propietario del número y confirmarlo con usted.",1,mixed,imc25,imc25_smishing
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),0,en,sms_spam,uci_sms_spam
"You are on a RED Data 50<LOCATION> package.
You have <DATE_TIME>; 304.00 MB Data; <DATE_TIME>;
1) Detailed
2) <NAMED_ENTITY> So Far",1,mixed,imc25,imc25_smishing
"[ING]: Wij hebben uw rekening in de ""quarantaine zone"" geplaatst. U dient uw apparaat voor 13-06 te bevestigen om blokkade te voorkomen.",1,mixed,imc25,imc25_smishing
Dear Customer your YONO SBI account will be blocked <DATE_TIME> please update your PAN CARD number and click  here link Thank You SBI,1,mixed,imc25,imc25_smishing
Halo kak kami Team GIVEAWAY <NAMED_ENTITY> Menyatakan <NAMED_ENTITY> Hadiah 30jt. <NRP> klik,1,mixed,imc25,imc25_smishing
<LOCATION> sospeso le sue <NAMED_ENTITY> per mancata attivazione della nuova sicurezza web <LOCATION> preghiamo di attivarla qui,1,mixed,imc25,imc25_smishing
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 79184644.,0,roman_urdu,Mobile Wallet Transfer Confirmation,zenodo_21810885
"Congratulations!!
Your Application Number <US_DRIVER_LICENSE>
For Personal Loan
Is In Pending Status. Download
App & Confirm Now :",1,mixed,imc25,imc25_smishing
Dear Customer your SBI YONO NET BANKING and Account Will be Suspended Today Please <NAMED_ENTITY> now visit the link <URL>,1,mixed,imc25,imc25_smishing
"""MAZDA Y CARULLA"" Te Premian Como El GANADOR de UN MAZDA CX-30 0KM. Mod:2023 + $20'000.000 <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
Are u awake? Is there snow there?,0,en,sms_spam,uci_sms_spam
"Dear Customer, fund transfer of Rs. 50000 to Account <US_BANK_NUMBER> has been initiated through INSTA Banking. Please quote Reference No.MFTA00005153565 at the counter. You will get another SMS confirming the completion of transaction. Request for a hard copy receipt, if you do not receive the confirmation SMS.",1,mixed,imc25,imc25_smishing
Kinda. First one gets in at twelve! Aah. Speak tomo,0,en,sms_spam,uci_sms_spam
Hallo Mama/Papa mein Handy ist kaputt.Das ist meine neue <NAMED_ENTITY>. <PHONE_NUMBER> Die kannst du dir <URL><LOCATION> mir eine Nachricht auf WhatsApp?,1,mixed,imc25,imc25_smishing
Take our survey: <URL>,1,mixed,imc25,imc25_smishing
"Revolut: We had to limit some features, We require you to upload your ID and selfie via the link to continue using your app: <URL>",1,mixed,imc25,imc25_smishing
Hi we've received the request to port-in your mobile no <PHONE_NUMBER> with transaction id <US_DRIVER_LICENSE>. We will keep updating you of the related progress. Please clear any unpaid amount with the current operator for a smooth port-in. To track your request click here: <URL>,1,mixed,imc25,imc25_smishing
0778 is <NAMED_ENTITY> for your ATM Cash WDL TXN through ATMID S5NE011511621 of Rs.15000 from SBI Acct 5962. Do not share with anyone. Download YONO@ <URL>,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> okrást falešným příspěvkem na bydlení V posledních dnech evidujeme zvýšený počet SMS zpráv, <NAMED_ENTITY> tváří jako příspěvek na bydlení od Ministerstva práce a sociálních věcí (MPSV). Odkaz ve zprávě vede na falešné stránky <LOCATION> občana. Pro získání příspěvku Vás podvodníci na stránce nutí použít přihlašovací údaje do <NAMED_ENTITY>. <NAMED_ENTITY> údaje vložíte, <NAMED_ENTITY>... Na SMS nereaguujte a informujte nás o ní e-mailem na <EMAIL_ADDRESS>. Pokud jste uz jakékoliv údaje na falešné stránce uvedli, kontaktujte nás ihned na klientské lince 800 207 207.",1,mixed,imc25,imc25_smishing
AGENCIA TRIBUTARIA: <NAMED_ENTITY> ordenado el pago de su devolucion de impuestos pagados del IRPF de la renta 2022 total de 41100€ Encuentra mas informacion en la pagina:,1,mixed,imc25,imc25_smishing
Dear Customer your SBI NET BANKING Account Will be Suspended by <DATE_TIME> Please <NAMED_ENTITY> now visit the link <URL>,1,mixed,imc25,imc25_smishing
Dear User you have been charged <DATE_TIME> SMS alerts fee of Rs.15 (incl. tax). Tax: Rs. 1.73. Trx ID: [redacted]. Please call 3737 to opt out of this <DATE_TIME> fee,1,mixed,imc25,imc25_smishing
"Congratulations! You are winner of snapdeal online shoping company. You won 1st price (Tata nexon) and amount prize is Rs 890,000.00. Registration Service Charge Rs 3500. Only on <DATE_TIME> deposit. For any Details please Contact Us Helpline :- <PHONE_NUMBER> Head Branch customer care number Toll free:- <DATE_TIME>",1,mixed,imc25,imc25_smishing
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,en,sms_spam,uci_sms_spam
"Dear Customer,Congratulation! You are the winner In FLIPKART <URL> 1st prize,MAHINDRA XUV500 Two options for receiving your prize 1-HOME DELIVERY,OR, 2-Marketing Value (RS-12,60,000) by registration Charge-3500. Help Center :- <PHONE_NUMBER>",1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY> for lidt porto. Betal restporto nu, for at få din pakke leveret:",1,mixed,imc25,imc25_smishing
คุณถูกกรรางวัลจับฉลากประจำเดือนของเรา รับสิทธิ์ได้ที่นี่:,1,mixed,imc25,imc25_smishing
Dear paytm customer your paytm kyc has expired contact customer care No-<PHONE_NUMBER> immediately. Your account will block within 24 <URL>ank you paytm team,1,mixed,imc25,imc25_smishing
"<NAMED_ENTITY>, <NAMED_ENTITY> und geben Sie fehlende notwendige Daten zu Ihrer Person an:",1,mixed,imc25,imc25_smishing
Ngayon ang <NAMED_ENTITY> araw gawing ang unang hakbang patungo sa tagumpay sa <URL>,1,mixed,imc25,imc25_smishing
"Welcome to <NAMED_ENTITY> and helping now <DATE_TIME>
<NAMED_ENTITY> ki taraf se <NAMED_ENTITY> Rashi 50000 rupaye ka check <NAMED_ENTITY> payment <NAMED_ENTITY> photo Aadhar card address proof account number <NAMED_ENTITY> turant call kariye",1,mixed,imc25,imc25_smishing
"Op <DATE_TIME> wordt er €603,79 euro van uw rekening afgeschreven. <NAMED_ENTITY>? <NAMED_ENTITY> incasso-opdracht via: <URL>",1,mixed,imc25,imc25_smishing
"ITAUSEMGMENTOS: <US_BANK_NUMBER>, B...",1,mixed,imc25,imc25_smishing
<URL>: <NAMED_ENTITY> vervalt voor gebruik. Vraag nu kosteloos <NAMED_ENTITY> aan via: <URL>,1,mixed,imc25,imc25_smishing
GLS:ENVIO <US_BANK_NUMBER> DE Bi-tiba GmbH ESTA EN PARCELSHOP/ asMRELAY HAY 7 DIAS.:,1,mixed,imc25,imc25_smishing
MobiKwik Bonus Offer! Use code:FLAT75 & get Flat Rs.75 cashback on credit card payment of Rs.10000.,1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> um pagamento configurado em sua conta para MR A <NAMED_ENTITY>. <NAMED_ENTITY>: <URL>,1,mixed,imc25,imc25_smishing
CAIXABANK: <NAMED_ENTITY> porque no ha confirmado su correo electronico. Evite el bloqueo y sigue los pasos:<URL>,1,mixed,imc25,imc25_smishing
Aren't you talking <NAMED_ENTITY>? Don't think I know an <NAMED_ENTITY> are you with the wedding party? Don't know a <NAMED_ENTITY>. Who are you trying to call? Oh I'm sorry maybe I get the wrong number from <NAMED_ENTITY> I hope didn't inconvenient you No worries Thank you so much:) btw May I know your kind name? <NAMED_ENTITY>. Have we met? Nope but nice to talking with you here <NAMED_ENTITY> I'm pretty old 32 How old are you?,1,mixed,imc25,imc25_smishing
"VIDEOPINDW service has been renewed on your Airtel Mobile@Rs30 for <URL> deactivate, Call or SMS STOP to <US_DRIVER_LICENSE>.",1,mixed,imc25,imc25_smishing
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0,en,sms_spam,uci_sms_spam
It's <NAMED_ENTITY> again Office: <PHONE_NUMBER> It appears you may be eligible for compensation on your Injury. Can you give me a quick call please? - STOP to STOP,1,mixed,imc25,imc25_smishing
"call <PHONE_NUMBER>) to claim your 38,500 wich the federal government are giving due to the lockc-down)",1,mixed,imc25,imc25_smishing
ALERT Visit <URL>,1,mixed,imc25,imc25_smishing
"congratulation you are winner of SHOPCLUES ONLINE SHOPPING tv show you win-1st prizes (tatasafari)and amount price of 12,80,000.00/- registration service charge on-deposite 6,500/ only for <DATE_TIME> detail contact us. THANKS",1,mixed,imc25,imc25_smishing
Automatic payment of your xfinity account of $397.95 is processed on:,1,mixed,imc25,imc25_smishing
"Service Message: For <NRP> user,
Now manage Vodafone account by yourself through our new MyVodafone App, to download click <URL> now.",1,mixed,imc25,imc25_smishing
"Dear Customer, You are currently listed to receive SMS / Calls on promotions from IDFC FIRST Bank Ltd. To Opt Out please give a missed call to <US_BANK_NUMBER>.",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>: De inlog van uw easybanking verloopt vandaag. Log in om uw toegang te verlenen: <URL> en voorkom blokkade!,1,mixed,imc25,imc25_smishing
"Vigilance Awareness Week 2019 - Join LIC's endeavor to ""Make Integrity A Way of Life"". Click link <URL>"" to take Integrity Pledge.",1,mixed,imc25,imc25_smishing
Dear Customer your SBI YONO Account will be Suspended by <DATE_TIME> please update your PANCard just click on the link <URL>,1,mixed,imc25,imc25_smishing
"PayPal Fraud Alert: Are you trying to pay 99,99 EUR? If yes, reply 1. If no, reply 2. Msg & Data rates apply.",1,mixed,imc25,imc25_smishing
"[ SERVICIO CORREOS ] : Su paquete no ha podido ser entregado por no haber pagado los gastos de aduana (2,97 €,) <NAMED_ENTITY>",1,mixed,imc25,imc25_smishing
"Caixabank A partir del dia <DATE_TIME> No podra utilizar su cuenta, Tiene que activar el nuevo sistema de seguridad web desde : <URL>",1,mixed,imc25,imc25_smishing
Dear SBI user your SBI YONO Account will be blocked <DATE_TIME>. Please  click here Link to update your PAN CARD Number. Thank you SBI,1,mixed,imc25,imc25_smishing
We currently have detected unusual account activity. Please confirm if these transactions are valid immediately via <URL>,1,mixed,imc25,imc25_smishing
Dear HDFC Bank customer your Account will be blocked! <DATE_TIME> please update your PAN CARD click here <URL> thank you.,1,mixed,imc25,imc25_smishing
", how's things? Just a quick question.",0,en,sms_spam,uci_sms_spam
Just tried to reach you available? It's urgent,1,mixed,imc25,imc25_smishing
"Hello, i need you to pick up my wife and it seems that am unable to connect you via the app. Do you have a phone number she can call you On, if you do, kindly send it.

she doesn't have Uber on her phone, so I'm requesting on her behalf, can I have a phone number she can reach you

are you there

can I have your phone number",1,mixed,imc25,imc25_smishing
DEAR SBI Y0N0 USER Your A/c- will be blocked <DATE_TIME> update PANCARD for KYC verify <URL>count with NetBanking login click <URL>,1,mixed,imc25,imc25_smishing
Dear PAY'T'M Customer Your PAY'T'M KYC Has Been Suspended Contact Customer Care No.<PHONE_NUMBER> immediately Your Account Will Be Blocked After <DATE_TIME> PAY'T'M TEAM.,1,mixed,imc25,imc25_smishing
NETFLIX: Su pago ha <NAMED_ENTITY>. Podría <NAMED_ENTITY> a las horas. Ir a:,1,mixed,imc25,imc25_smishing
"Hi, I'm <NAMED_ENTITY>, wanted to know more about the item I saw here",1,mixed,imc25,imc25_smishing
"Hey <NAMED_ENTITY>, it's <NAMED_ENTITY> sent out your <DATE_TIME> presents. They should be there <DATE_TIME>. Do not open till <DATE_TIME> .",1,mixed,imc25,imc25_smishing
"There is a part-time job, you can use your mobile phone to operate at home, you can earn 200-3000 rupees a day, <DATE_TIME> a day, new users join to get you 50 rupees, waiting for you to join.

Reply 1 and long click the link to join us asap.",1,mixed,imc25,imc25_smishing
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,en,sms_spam,uci_sms_spam
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,en,sms_spam,uci_sms_spam
Dear SBI user your SBI YONO Account has been blocked please take your PAN CARD click here to login your PAN number: https://g84tAwZc,1,mixed,imc25,imc25_smishing
Orh i tot u say she now still dun believe.,0,en,sms_spam,uci_sms_spam
Dear PYTM customer your PYTM KYC has expire <DATE_TIME> immediately please contact customer care <UK_NHS> immediately your PYTM account block 24hrs THANKS PYTM,1,mixed,imc25,imc25_smishing
"Se ha vinculado un nuevo dispositivo (iPhone X, <LOCATION>) el <DATE_TIME> a las 17:15h. Si no reconoce verifique inmediatamente: <URL>",1,mixed,imc25,imc25_smishing
"LLOYDS ALERT: You have successfully paired a new payee on 23/02 at <DATE_TIME>. If this was NOT you, visit: <URL>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> solde D I F arrive a expiration ! Consultez votre compte et réclamez votre formation avant expiration de vos droits: <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,en,sms_spam,uci_sms_spam
You may have experienced a deduction in your GCash account <DATE_TIME>. Adjustment in your balance will happen before <DATE_TIME>. Rest assured that your funds remain safe and secure. Thanks.,1,mixed,imc25,imc25_smishing
AppBancolombia Informa que el <DATE_TIME> a <LOCATION> 21:47 se ha <NAMED_ENTITY> DINAMICA activela de inmediato aqui,1,mixed,imc25,imc25_smishing
"[Part-time Recruitment] Happy New Year 2021, you can get a commission of 2000RS every day. Come with me and give you 100rs now whats-app",1,mixed,imc25,imc25_smishing
Dear paytm customer your KYC has been suspended. To Verified Paytm KYC call <DATE_TIME> immediately. Your account will be blocked within <DATE_TIME>.,1,mixed,imc25,imc25_smishing
Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,en,sms_spam,uci_sms_spam
"Dear Taxpayer, sars has Issued a Letter of demand which requires your immediate attention. Click:- <URL> To review your letter of demand",1,mixed,imc25,imc25_smishing
Yavnt tried yet and never played original either,0,en,sms_spam,uci_sms_spam
Wot is u up 2 then bitch?,0,en,sms_spam,uci_sms_spam
Dear SBI user your SBI YONO Account has been blocked please under your PAN CARD click here to login your PAN number: <URL>,1,mixed,imc25,imc25_smishing
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,en,sms_spam,uci_sms_spam
"El cobro de su Seguro Cov19 X 299 pesos, costo mensual, se cargara a su tarjeta AMEX, <NAMED_ENTITY> confirmacion, para cancelar visite: <URL>",1,mixed,imc25,imc25_smishing
Notification. Dear Consumer Your Electricity power.will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill .was not update. Please immediately contact with our electricity officer <DATE_TIME> Thank you.,1,mixed,imc25,imc25_smishing
PARABÉNS! <LOCATION> cliente voce ganhou 35MIL REAIS no sorteio semanal multipremios da claro envie (SIM) ou ligue <PHONE_NUMBER> (COD.99966),1,mixed,imc25,imc25_smishing
Are you this much buzy,0,en,sms_spam,uci_sms_spam
You've passed our screening and we'd like to set up an in-person interview. It looks like the calendar is full so I will reach out when I have availability for you to choose from.,1,mixed,imc25,imc25_smishing
"Tienes (1) <NAMED_ENTITY>, listo para su entrega:
<URL>
* En 25/10 estuviste en el segundo lugar de nuestra rifa de octubre",1,mixed,imc25,imc25_smishing
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1,en,sms_spam,uci_sms_spam
"Hi, it's AT&T. Our records show that you recently paid off your iPhone, hooray! 🎉 Thanks for being a loyal AT&T customer. If you're interested in learning about our latest offer on the iPhone 14, reply YES to receive details.",1,mixed,imc25,imc25_smishing
"NOTICE
Dear consumer your electricity power disconnected <DATE_TIME> because bill was not updated please call our electricity officer ph:<US_BANK_NUMBER> thanks you",1,mixed,imc25,imc25_smishing
"Dear consumer, your electricity power will be disconnected <DATE_TIME> at <DATE_TIME> from electricity office because your <DATE_TIME> bill was not updated. please immediately contact with our electricity office <PHONE_NUMBER> Thank you.",1,mixed,imc25,imc25_smishing
"BML Internet Banking:
Please update your information.",1,mixed,imc25,imc25_smishing
"Alert!! Your Cloudflare schedule has been updated, Please tap <URL> to view your changes.",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY>: De inlog van uw Easybanking verloopt vandaag. Log in om uw toegang te verlenen: <URL> en voorkom blokkade!,1,mixed,imc25,imc25_smishing
"Dear paytm user,
Your Paytm Account will be blocked <DATE_TIME>. To  continue please update <NAMED_ENTITY> immediately. Click on the link: <URL>",1,mixed,imc25,imc25_smishing
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0,en,sms_spam,uci_sms_spam
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0,en,sms_spam,uci_sms_spam
"Amazon : Nous devons vérifier votre identité, veuillez mettre à jour les informations de votre compte :",1,mixed,imc25,imc25_smishing
Hi <PHONE_NUMBER> Transaction of Rs. 52739 Transferred to your <NAMED_ENTITY>. Click <URL> to withdraw it.,1,mixed,imc25,imc25_smishing
Twitter giriş kodun <DATE_TIME>. Bu mesajı <NAMED_ENTITY>.,1,mixed,imc25,imc25_smishing
Pasts : Jūsu sūtījuma numuram <US_DRIVER_LICENSE> ir piemērots muitas nodoklis (299 €). Lūdzu apmeklējiet vietni,1,mixed,imc25,imc25_smishing
DEAR HDFC USER Your A/C will be blocked today.update PANCARD for <URL>rify your account login with NetBanking kyc Click here,1,mixed,imc25,imc25_smishing
Dear customer your <NAMED_ENTITY> sbi account will be blocked <DATE_TIME> please update your pan card number and click here link http://,1,mixed,imc25,imc25_smishing
Your Subscription is on_Ho!<URL>_new your bills_now.,1,mixed,imc25,imc25_smishing
Out for Pickup: Titan NM95110QM01 Self Expr... with tracking ID FMPR0399569498 from <URL> will be picked up before <DATE_TIME> by an EKART Wish Master (call <PHONE_NUMBER> PIN 108). Keep the product ready with all accessories and tags for verification.,1,mixed,imc25,imc25_smishing
FNB: Please note that all debit order disputes logged via the FNB App or Online Banking will now incur a charge of <US_DRIVER_LICENSE> from <DATE_TIME>. Disputes logged via the Branch and Telephony banking are <US_DRIVER_LICENSE> per dispute. FNB a div of FRB Ltd NCRCP20.,1,mixed,imc25,imc25_smishing
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0,en,sms_spam,uci_sms_spam
"FreeMobile vous rappelle la régularisation de votre facture N° : #<US_DRIVER_LICENSE> du <DATE_TIME>, votre ligne pourra être suspendue durant 24h. Veuillez compléter les étapes suivantes :",1,mixed,imc25,imc25_smishing
Salary of 350 PKR has been credited to your SadaPay account. Thank you.,0,roman_urdu,Salary Credit Notification,zenodo_21810885
"<US_DRIVER_LICENSE>: We were unable to process your latest bill payment. In order to avoid further charges, please update your billing information via: <URL>",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> realice el pago a traves de <URL> . <NAMED_ENTITY> a su disposicion en el telf <DATE_TIME>,1,mixed,imc25,imc25_smishing
"Moaziz sarif, apka BISP ki taraf se 12500 PKR ka inaam nikla hai. Taseeq k liye 0390404075 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,zenodo_21810885
"Dear Customer, your GTBank account <DATE_TIME> is not funded. Make a deposit <DATE_TIME> via bank transfer or at any of our branches to enjoy a wide range of our services.",1,mixed,imc25,imc25_smishing
Sono stati rilevati dei tentativi di collegamento alla tua APP <NAMED_ENTITY> effettua subito la procedura alla seguente: <URL>,1,mixed,imc25,imc25_smishing
Dear CUstomer Your HDFC Bank Account has been Blocked Today Please Update Your PAN Card Number please login Account,1,mixed,imc25,imc25_smishing
AGENCIA TRIBUTARIA: Os ha calificado para un reembolso de la Renta 2022 de un importe 41100. Encuentra mas informacion en la pagina:,1,mixed,imc25,imc25_smishing
(Alert)FRM: M&T BNK MSG: TEMPORAL HOLD HAS BEEN PLACED ON YOUR PROFILE Credible VERIFICATION REQUIRED BELOW TO RESTORE LIMITLESS,1,mixed,imc25,imc25_smishing
"Your online banking has been suspended, please visit a branch or reactivate immediately via the secure link http://<IP_ADDRESS>/",1,mixed,imc25,imc25_smishing
"Your package has been left at a parcel shop. If you do not pick it up within <DATE_TIME>, it will be sent back to the sender. To pick up your parcel, please log in to the parcel store via the following link:",1,mixed,imc25,imc25_smishing
"Yes, i'm small kid.. And boost is the secret of my energy..",0,en,sms_spam,uci_sms_spam
"Nuestro sistema nos alerta de un pre-cargo no autorizado de 398,99 EUR con <NAMED_ENTITY>. Para cancelar el pago sigue nuestro enlace:",1,mixed,imc25,imc25_smishing
NETFLIX:Le dernier paiement de votre compte a été rejetéà mettre à jour impérativement avant le <DATE_TIME>. Rendez-vous sur: <URL>,1,mixed,imc25,imc25_smishing
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,en,sms_spam,uci_sms_spam
"FINAL REQUEST:DVLA Swansea have been trying to contact you, Click below for more information.",1,mixed,imc25,imc25_smishing
"Your item has been stopped at our <LOCATION> distribution centre.
STATUS: Unpaid postage fee of €2.00
SMS Code: 4164
To release your package, please pay the remaining postage fee on the next page.",1,mixed,imc25,imc25_smishing
SANTANDER: <NAMED_ENTITY> a confirmar rapidamente su informacion para evitar una suspension <NAMED_ENTITY>,1,mixed,imc25,imc25_smishing
Babe ? I lost you ... Will you try rebooting ?,0,en,sms_spam,uci_sms_spam
"VF Info: <NAMED_ENTITY>, <NAMED_ENTITY>, si necesitas otra aclaracion acerca del tema que hemos tratado, responde <NAMED_ENTITY> (excepto roaming) y contactare <NAMED_ENTITY>. <NAMED_ENTITY> necesites <NAMED_ENTITY> a Tu.",1,mixed,imc25,imc25_smishing
<NAMED_ENTITY> <LOCATION> dgn cara mengisi survey Badan Pusat Statistik (BPS) <URL> & dapatkan <NRP> Linkaja <NAMED_ENTITY> km!,1,mixed,imc25,imc25_smishing
Olá mãe! <NAMED_ENTITY> o écran e precisei deixá-lo na assistência técnica ainda vão ver se o seguro consegue meter para arranjo. Para já estou com esse número provisório até o meu telemóvel estar pronto. Mantenha o contacto aqui ok?,1,mixed,imc25,imc25_smishing
ธนาคารไทยพาณิชย์แจ้งการอัปเกรด โปรดอัปเกรดทันที <URL>,1,mixed,imc25,imc25_smishing
"Dear Client, Action Required About Your (US-Postal) Package Delivery, Please Check Here",1,mixed,imc25,imc25_smishing
UN DISPOSITIVO NO AUTORIZADO esta conectado a su banca online. Si no lo reconoce verifique inmediatamente:,1,mixed,imc25,imc25_smishing
